Individual_ID	Query_ID	Subject_Accession	Percent_Identity	Alignment_Length	E_Value	Bit_Score	Species_Title
CviAPal016	CviAPal016_3x_0.67_COI	gi|666877422|gb|KJ967971.1|	85.191	655	0.0	809	Chromis atripectoralis voucher FLMOO_556 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal016	CviAPal016_3x_0.67_COI	gi|666877420|gb|KJ967970.1|	85.191	655	0.0	809	Chromis atripectoralis voucher FLMOO_702 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal016	CviAPal016_3x_0.67_COI	gi|816376921|gb|KP194777.1|	85.123	652	0.0	804	Chromis atripectoralis voucher UG0718 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal016	CviAPal016_3x_0.67_COI	gi|816376917|gb|KP194775.1|	85.123	652	0.0	804	Chromis atripectoralis voucher UG0720 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal025	CviAPal025_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	83.271	1596	0.0	1821	Chromis viridis mitochondrion, complete genome
CviAPal025	CviAPal025_3x_0.67_COI	gi|148762688|dbj|AP009145.1|	81.510	1536	0.0	1616	Spratelloides gracilis mitochondrial DNA, complete genome
CviAPal025	CviAPal025_3x_0.67_COI	gi|256353319|dbj|AP011061.1|	78.849	1546	0.0	1395	Kyphosus cinerascens mitochondrial DNA, complete genome
CviAPal025	CviAPal025_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	78.526	1588	0.0	1393	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal025	CviAPal025_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	78.526	1560	0.0	1378	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal026	CviAPal026_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	95.927	1596	0.0	2706	Chromis viridis mitochondrion, complete genome
CviAPal026	CviAPal026_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	85.777	1596	0.0	1808	Chromis notata mitochondrion, complete genome
CviAPal026	CviAPal026_3x_0.67_COI	gi|1593555200|ref|NC_041192.1|	82.997	1588	0.0	1552	Abudefduf bengalensis mitochondrion, complete genome
CviAPal026	CviAPal026_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	82.997	1588	0.0	1552	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal026	CviAPal026_3x_0.67_COI	gi|599087375|gb|KJ174497.1|	82.875	1565	0.0	1520	Amphiprion percula mitochondrion, complete genome
CviAPal027	CviAPal027_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	99.499	1596	0.0	2913	Chromis viridis mitochondrion, complete genome
CviAPal027	CviAPal027_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	87.782	1596	0.0	1877	Chromis notata mitochondrion, complete genome
CviAPal027	CviAPal027_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	85.264	1588	0.0	1642	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal027	CviAPal027_3x_0.67_COI	gi|1593555200|ref|NC_041192.1|	85.013	1588	0.0	1620	Abudefduf bengalensis mitochondrion, complete genome
CviAPal027	CviAPal027_3x_0.67_COI	gi|599087375|gb|KJ174497.1|	84.792	1565	0.0	1578	Amphiprion percula mitochondrion, complete genome
CviAPal029	CviAPal029_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	90.226	1596	0.0	2342	Chromis viridis mitochondrion, complete genome
CviAPal029	CviAPal029_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	82.080	1596	0.0	1622	Chromis notata mitochondrion, complete genome
CviAPal029	CviAPal029_3x_0.67_COI	gi|1897743522|gb|MN733676.1|	91.419	571	0.0	850	Chromis viridis voucher CKF150 cytochrome c oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal029	CviAPal029_3x_0.67_COI	gi|1682662780|gb|MK657289.1|	92.642	530	0.0	830	Chromis atripectoralis voucher GAM-266 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal029	CviAPal029_3x_0.67_COI	gi|816376921|gb|KP194777.1|	92.642	530	0.0	830	Chromis atripectoralis voucher UG0718 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal030	CviAPal030_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	97.368	1596	0.0	2793	Chromis viridis mitochondrion, complete genome
CviAPal030	CviAPal030_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	86.842	1596	0.0	1862	Chromis notata mitochondrion, complete genome
CviAPal030	CviAPal030_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	84.131	1588	0.0	1611	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal030	CviAPal030_3x_0.67_COI	gi|1593555200|ref|NC_041192.1|	84.068	1588	0.0	1605	Abudefduf bengalensis mitochondrion, complete genome
CviAPal030	CviAPal030_3x_0.67_COI	gi|599087375|gb|KJ174497.1|	83.514	1565	0.0	1535	Amphiprion percula mitochondrion, complete genome
CviAPal033	CviAPal033_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	92.231	1596	0.0	2490	Chromis viridis mitochondrion, complete genome
CviAPal033	CviAPal033_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	83.459	1596	0.0	1714	Chromis notata mitochondrion, complete genome
CviAPal033	CviAPal033_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	81.935	1561	0.0	1546	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal033	CviAPal033_3x_0.67_COI	gi|1935445780|ref|NC_051497.1|	81.935	1561	0.0	1546	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal033	CviAPal033_3x_0.67_COI	gi|1593555200|ref|NC_041192.1|	81.258	1590	0.0	1504	Abudefduf bengalensis mitochondrion, complete genome
CviAPal034	CviAPal034_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	88.596	1596	0.0	2180	Chromis viridis mitochondrion, complete genome
CviAPal034	CviAPal034_3x_0.67_COI	gi|1682662780|gb|MK657289.1|	93.130	655	0.0	1044	Chromis atripectoralis voucher GAM-266 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal034	CviAPal034_3x_0.67_COI	gi|816376921|gb|KP194777.1|	93.241	651	0.0	1040	Chromis atripectoralis voucher UG0718 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal034	CviAPal034_3x_0.67_COI	gi|816376917|gb|KP194775.1|	93.241	651	0.0	1040	Chromis atripectoralis voucher UG0720 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal034	CviAPal034_3x_0.67_COI	gi|816376851|gb|KP194742.1|	93.241	651	0.0	1040	Chromis atripectoralis voucher UG0697 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
CviAPal035	CviAPal035_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	93.734	1596	0.0	2564	Chromis viridis mitochondrion, complete genome
CviAPal035	CviAPal035_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	85.088	1596	0.0	1799	Chromis notata mitochondrion, complete genome
CviAPal035	CviAPal035_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	82.935	1588	0.0	1598	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal035	CviAPal035_3x_0.67_COI	gi|1593555200|ref|NC_041192.1|	82.453	1590	0.0	1550	Abudefduf bengalensis mitochondrion, complete genome
CviAPal035	CviAPal035_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	82.394	1562	0.0	1526	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal036	CviAPal036_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	93.108	1596	0.0	2372	Chromis viridis mitochondrion, complete genome
CviAPal036	CviAPal036_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	86.466	1596	0.0	1784	Chromis notata mitochondrion, complete genome
CviAPal036	CviAPal036_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	84.383	1588	0.0	1589	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal036	CviAPal036_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	84.295	1560	0.0	1557	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal036	CviAPal036_3x_0.67_COI	gi|1935445780|ref|NC_051497.1|	84.295	1560	0.0	1557	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal037	CviAPal037_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	92.982	1596	0.0	2401	Chromis viridis mitochondrion, complete genome
CviAPal037	CviAPal037_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	85.965	1596	0.0	1781	Chromis notata mitochondrion, complete genome
CviAPal037	CviAPal037_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	83.753	1588	0.0	1574	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal037	CviAPal037_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	83.974	1560	0.0	1570	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal037	CviAPal037_3x_0.67_COI	gi|1935445780|ref|NC_051497.1|	83.974	1560	0.0	1570	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal038	CviAPal038_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	93.108	1596	0.0	2460	Chromis viridis mitochondrion, complete genome
CviAPal038	CviAPal038_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	85.840	1596	0.0	1818	Chromis notata mitochondrion, complete genome
CviAPal038	CviAPal038_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	83.627	1588	0.0	1611	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal038	CviAPal038_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	83.205	1560	0.0	1550	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal038	CviAPal038_3x_0.67_COI	gi|1935445780|ref|NC_051497.1|	83.205	1560	0.0	1550	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal039	CviAPal039_3x_0.67_COI	gi|1842048723|gb|MT199208.1|	92.481	1596	0.0	2327	Chromis viridis mitochondrion, complete genome
CviAPal039	CviAPal039_3x_0.67_COI	gi|1980524333|ref|NC_052722.1|	86.153	1596	0.0	1768	Chromis notata mitochondrion, complete genome
CviAPal039	CviAPal039_3x_0.67_COI	gi|126143578|dbj|AP006016.1|	83.816	1588	0.0	1550	Abudefduf vaigiensis mitochondrial DNA, complete genome
CviAPal039	CviAPal039_3x_0.67_COI	gi|1842048737|gb|MT199209.1|	84.038	1560	0.0	1546	Pomacentrus moluccensis mitochondrion, complete genome
CviAPal039	CviAPal039_3x_0.67_COI	gi|1935445780|ref|NC_051497.1|	84.038	1560	0.0	1546	Pomacentrus moluccensis mitochondrion, complete genome
