region	chr	midPos	Nsites
(1,4)(14085,22247)(10000,60000)	NODE_1682_length_24722_cov_3.774073	35000	5	0.431763
(4,24)(10836,24688)(10000,60000)	NODE_1684_length_24707_cov_3.847773	35000	22	0.220563
(81,91)(15921,24558)(10000,60000)	NODE_1685_length_24705_cov_3.538405	35000	12	0.315320
(4,21)(10839,24691)(10000,60000)	NODE_1686_length_24702_cov_3.387351	35000	19	0.054149
(374,455)(12236,24687)(10000,60000)	NODE_1687_length_24692_cov_2.708698	35000	83	0.054375
(41,41)(21076,21076)(10000,60000)	NODE_1688_length_24686_cov_3.453288	35000	2	0.646491
(12,41)(15812,23098)(10000,60000)	NODE_1689_length_24685_cov_3.738957	35000	31	0.263924
(73,103)(10538,41126)(10000,60000)	NODE_168_length_42730_cov_3.695105	35000	32	0.193208
(4,19)(11777,18478)(10000,60000)	NODE_1690_length_24680_cov_3.584069	35000	17	0.115908
(107,144)(10421,21411)(10000,60000)	NODE_1692_length_24669_cov_3.993081	35000	39	0.054029
(544,570)(16134,22045)(10000,60000)	NODE_1693_length_24666_cov_3.593235	35000	28	0.166531
(7,58)(15561,24549)(10000,60000)	NODE_1694_length_24661_cov_3.383967	35000	53	0.131092
(2,2)(23085,23085)(20000,70000)	NODE_1695_length_24660_cov_3.839502	45000	2	0.090428
(6,12)(18739,24337)(10000,60000)	NODE_1696_length_24654_cov_3.438974	35000	8	0.112147
(5,22)(14505,23807)(10000,60000)	NODE_1697_length_24642_cov_3.272868	35000	19	0.061359
(6,10)(10305,23808)(10000,60000)	NODE_1698_length_24641_cov_3.564868	35000	6	0.064941
(9,47)(10418,22915)(10000,60000)	NODE_1699_length_24638_cov_3.473736	35000	40	0.176752
(8,42)(10790,34344)(10000,60000)	NODE_169_length_42659_cov_3.684328	35000	36	0.185322
(9,79)(12617,59205)(10000,60000)	NODE_16_length_67001_cov_3.667843	35000	72	0.273848
(4,23)(14052,24604)(10000,60000)	NODE_1700_length_24635_cov_3.210099	35000	21	0.095941
(5,11)(15533,20091)(10000,60000)	NODE_1701_length_24635_cov_3.174112	35000	8	0.117232
(1,10)(11144,19396)(10000,60000)	NODE_1702_length_24630_cov_3.725816	35000	11	0.521476
(47,67)(11164,21763)(10000,60000)	NODE_1703_length_24629_cov_3.394863	35000	22	0.278102
(24,44)(17025,24459)(10000,60000)	NODE_1704_length_24625_cov_3.139403	35000	22	0.230028
(16,16)(22987,22987)(20000,70000)	NODE_1705_length_24623_cov_3.473699	45000	2	0.165609
(40,100)(10666,19313)(10000,60000)	NODE_1706_length_24622_cov_3.567059	35000	62	0.253873
(5,13)(19412,24081)(10000,60000)	NODE_1707_length_24621_cov_3.520227	35000	10	0.212750
(4,6)(11290,14115)(10000,60000)	NODE_1708_length_24619_cov_3.481077	35000	4	0.049038
(9,22)(20597,24593)(10000,60000)	NODE_1709_length_24618_cov_3.105632	35000	15	0.034522
(2,22)(10166,41666)(10000,60000)	NODE_170_length_42632_cov_3.570381	35000	22	0.137944
(18,27)(13579,23660)(10000,60000)	NODE_1710_length_24615_cov_3.388767	35000	11	0.064411
(3,9)(17461,18365)(10000,60000)	NODE_1711_length_24613_cov_3.685486	35000	8	0.102653
(6,140)(15457,24294)(10000,60000)	NODE_1712_length_24613_cov_3.552174	35000	136	0.065347
(15,32)(11556,16400)(10000,60000)	NODE_1713_length_24610_cov_3.481865	35000	19	0.347948
(5,24)(11179,22452)(10000,60000)	NODE_1714_length_24609_cov_3.984986	35000	21	0.264524
(2,4)(22781,24511)(10000,60000)	NODE_1715_length_24604_cov_3.041012	35000	4	0.091748
(42,44)(10015,18218)(10000,60000)	NODE_1716_length_24602_cov_3.560258	35000	4	0.067157
(190,209)(12185,23704)(10000,60000)	NODE_1717_length_24595_cov_3.531964	35000	21	0.144514
(31,36)(14215,22674)(10000,60000)	NODE_1718_length_24593_cov_3.977260	35000	7	0.107881
(7,18)(14587,23947)(10000,60000)	NODE_1719_length_24592_cov_3.465031	35000	13	0.089490
(11,117)(11736,42298)(10000,60000)	NODE_171_length_42620_cov_3.394864	35000	108	0.219216
(93,105)(13287,16337)(10000,60000)	NODE_1720_length_24591_cov_3.390495	35000	14	0.146971
(27,48)(10242,22907)(10000,60000)	NODE_1722_length_24575_cov_3.607656	35000	23	0.090219
(8,13)(19876,24453)(10000,60000)	NODE_1724_length_24573_cov_3.442796	35000	7	0.090751
(15,28)(10335,20170)(10000,60000)	NODE_1725_length_24570_cov_3.230436	35000	15	0.286096
(56,58)(22050,22055)(20000,70000)	NODE_1726_length_24567_cov_3.463054	45000	4	0.011323
(20,43)(10449,24205)(10000,60000)	NODE_1727_length_24563_cov_3.290468	35000	25	0.124887
(2,23)(17330,24262)(10000,60000)	NODE_1728_length_24562_cov_3.621633	35000	23	0.228283
(49,56)(15157,22641)(10000,60000)	NODE_1729_length_24559_cov_3.582952	35000	9	0.193604
(27,224)(12723,42024)(10000,60000)	NODE_172_length_42601_cov_3.393040	35000	199	0.094608
(122,125)(13106,21862)(10000,60000)	NODE_1730_length_24556_cov_3.706628	35000	5	0.488453
(103,184)(10209,21540)(10000,60000)	NODE_1731_length_24556_cov_3.475120	35000	83	0.149171
(1,40)(15377,22806)(10000,60000)	NODE_1732_length_24554_cov_4.017420	35000	41	0.075587
(38,38)(10730,10730)(10000,60000)	NODE_1733_length_24553_cov_3.757545	35000	2	0.178387
(65,235)(10403,22437)(10000,60000)	NODE_1734_length_24549_cov_2.955624	35000	172	0.087682
(57,1247)(10479,24527)(10000,60000)	NODE_1735_length_24544_cov_3.994273	35000	1192	0.063218
(12,12)(12659,12659)(10000,60000)	NODE_1736_length_24543_cov_3.358657	35000	2	0.158091
(54,65)(11663,19921)(10000,60000)	NODE_1737_length_24538_cov_3.681452	35000	13	0.356293
(1,5)(23904,23942)(20000,70000)	NODE_1738_length_24535_cov_3.854763	45000	6	0.336663
(40,51)(14984,20923)(10000,60000)	NODE_1739_length_24534_cov_3.459832	35000	13	0.107906
(295,358)(11370,39971)(10000,60000)	NODE_173_length_42600_cov_3.882215	35000	65	0.277468
(3,13)(10510,23299)(10000,60000)	NODE_1740_length_24532_cov_3.677608	35000	12	0.228335
(2,2)(15744,15744)(10000,60000)	NODE_1741_length_24529_cov_3.116865	35000	2	0.037134
(9,47)(13197,21900)(10000,60000)	NODE_1742_length_24526_cov_4.052892	35000	40	0.148983
(48,61)(11793,22930)(10000,60000)	NODE_1743_length_24523_cov_3.308631	35000	15	0.084143
(9,12)(17145,17229)(10000,60000)	NODE_1744_length_24522_cov_3.567784	35000	5	0.070482
(314,517)(10627,19061)(10000,60000)	NODE_1745_length_24510_cov_3.671951	35000	205	0.147928
(5,8)(16592,16646)(10000,60000)	NODE_1747_length_24501_cov_3.474920	35000	5	0.101931
(5,16)(12082,22613)(10000,60000)	NODE_1748_length_24493_cov_3.514635	35000	13	0.311520
(9,29)(13258,21885)(10000,60000)	NODE_1749_length_24492_cov_3.621285	35000	22	0.069369
(6,23)(10044,36240)(10000,60000)	NODE_174_length_42557_cov_3.904188	35000	19	0.062493
(22,22)(16306,16306)(10000,60000)	NODE_1750_length_24488_cov_3.730452	35000	2	0.044478
(68,314)(15772,24393)(10000,60000)	NODE_1751_length_24488_cov_3.181147	35000	248	0.071643
(18,32)(11376,23792)(10000,60000)	NODE_1752_length_24486_cov_3.607209	35000	16	0.144472
(17,24)(14974,17178)(10000,60000)	NODE_1753_length_24480_cov_3.537181	35000	9	0.096556
(11,19)(14239,19708)(10000,60000)	NODE_1754_length_24478_cov_3.772755	35000	10	0.198654
(1,42)(21870,24427)(20000,70000)	NODE_1755_length_24473_cov_3.381349	45000	43	0.103357
(6,17)(23223,23277)(20000,70000)	NODE_1756_length_24464_cov_3.496409	45000	13	0.053870
(8,54)(11043,11459)(10000,60000)	NODE_1757_length_24459_cov_3.322167	35000	48	0.044431
(14,304)(15557,24150)(10000,60000)	NODE_1758_length_24458_cov_3.624205	35000	292	0.054429
(1,18)(13052,35717)(10000,60000)	NODE_175_length_42525_cov_3.877834	35000	19	0.252917
(11,110)(11337,22821)(10000,60000)	NODE_1760_length_24457_cov_3.318581	35000	101	0.086807
(24,186)(13442,18762)(10000,60000)	NODE_1761_length_24456_cov_3.735518	35000	164	0.056049
(12,49)(12914,23567)(10000,60000)	NODE_1762_length_24451_cov_3.747290	35000	39	0.235456
(4,14)(10598,23012)(10000,60000)	NODE_1763_length_24447_cov_3.865697	35000	12	0.097165
(12,13)(12053,12062)(10000,60000)	NODE_1764_length_24444_cov_3.594865	35000	3	0.123278
(2,83)(10779,22945)(10000,60000)	NODE_1765_length_24443_cov_3.706827	35000	83	0.067827
(2,17)(13678,21553)(10000,60000)	NODE_1766_length_24430_cov_3.560972	35000	17	0.252941
(13,16)(21297,24232)(10000,60000)	NODE_1767_length_24426_cov_3.380113	35000	5	0.083283
(9,730)(14294,24327)(10000,60000)	NODE_1768_length_24423_cov_4.204983	35000	723	0.093720
(10,89)(10984,24094)(10000,60000)	NODE_1769_length_24420_cov_2.934707	35000	81	0.092992
(9,51)(10413,37291)(10000,60000)	NODE_176_length_42520_cov_3.647769	35000	44	0.315100
(2,17)(15067,23736)(10000,60000)	NODE_1770_length_24419_cov_3.250658	35000	17	0.082886
(13,50)(11265,24226)(10000,60000)	NODE_1771_length_24415_cov_4.249424	35000	39	0.229794
(106,163)(12544,22836)(10000,60000)	NODE_1772_length_24414_cov_3.468024	35000	59	0.091157
(6,32)(18899,20486)(10000,60000)	NODE_1773_length_24405_cov_3.961285	35000	28	0.418883
(24,34)(19051,23679)(10000,60000)	NODE_1774_length_24401_cov_3.520698	35000	12	0.301822
(55,64)(16724,22971)(10000,60000)	NODE_1776_length_24391_cov_3.993743	35000	11	0.056304
(18,24)(10029,12502)(10000,60000)	NODE_1777_length_24390_cov_3.400148	35000	8	0.082640
(12,31)(10031,21085)(10000,60000)	NODE_1778_length_24384_cov_3.337122	35000	21	0.164149
(78,100)(10406,22470)(10000,60000)	NODE_1779_length_24382_cov_3.429189	35000	24	0.109274
(15,69)(33510,36952)(20000,70000)	NODE_177_length_42503_cov_4.064852	45000	56	0.109082
(42,55)(10559,23555)(10000,60000)	NODE_1780_length_24370_cov_3.415269	35000	15	0.107467
(15,48)(10214,22540)(10000,60000)	NODE_1781_length_24367_cov_3.659428	35000	35	0.174528
(27,36)(14149,20968)(10000,60000)	NODE_1782_length_24366_cov_3.136770	35000	11	0.263453
(36,125)(15974,24338)(10000,60000)	NODE_1783_length_24362_cov_2.969254	35000	91	0.069712
(6,7)(11932,15142)(10000,60000)	NODE_1784_length_24358_cov_3.483532	35000	3	0.466989
(17,32)(10648,23375)(10000,60000)	NODE_1785_length_24357_cov_3.775126	35000	17	0.379034
(5,58)(17312,22392)(10000,60000)	NODE_1786_length_24357_cov_3.207107	35000	55	0.046802
(74,78)(18271,24201)(10000,60000)	NODE_1787_length_24356_cov_3.544915	35000	6	0.103290
(5,29)(10831,16887)(10000,60000)	NODE_1789_length_24351_cov_3.448582	35000	26	0.178902
(7,48)(12218,40349)(10000,60000)	NODE_178_length_42494_cov_3.585470	35000	43	0.249466
(77,79)(11741,21782)(10000,60000)	NODE_1790_length_24350_cov_3.240650	35000	4	0.017366
(6,14)(22922,23886)(10000,60000)	NODE_1791_length_24342_cov_3.737367	35000	10	0.373349
(7,14)(17974,22659)(10000,60000)	NODE_1793_length_24334_cov_3.968847	35000	9	0.371367
(2,2)(24244,24244)(10000,60000)	NODE_1794_length_24325_cov_3.368488	35000	2	0.020156
(27,39)(11061,22766)(10000,60000)	NODE_1795_length_24322_cov_3.443587	35000	14	0.304834
(12,17)(11018,24236)(10000,60000)	NODE_1796_length_24288_cov_3.698003	35000	7	0.078527
(23,74)(14639,14973)(10000,60000)	NODE_1797_length_24287_cov_3.279436	35000	53	0.063625
(161,171)(12904,15869)(10000,60000)	NODE_1798_length_24285_cov_3.530141	35000	12	0.051295
(2,10)(18322,22472)(10000,60000)	NODE_1799_length_24275_cov_3.389808	35000	10	0.123854
(106,187)(11193,39275)(10000,60000)	NODE_179_length_42489_cov_3.782284	35000	83	0.098250
(17,89)(20814,55861)(20000,70000)	NODE_17_length_65525_cov_3.703665	45000	74	0.262646
(7,23)(11682,11721)(10000,60000)	NODE_1800_length_24272_cov_3.633806	35000	18	0.050914
(31,42)(22033,23983)(20000,70000)	NODE_1801_length_24251_cov_3.143839	45000	13	0.119142
(13,37)(16249,22740)(10000,60000)	NODE_1802_length_24241_cov_3.716179	35000	26	0.152863
(34,102)(10126,24128)(10000,60000)	NODE_1803_length_24237_cov_3.639034	35000	70	0.087743
(83,148)(18516,21010)(10000,60000)	NODE_1805_length_24234_cov_3.664719	35000	67	0.069236
(17,50)(15098,23727)(10000,60000)	NODE_1806_length_24228_cov_3.588089	35000	35	0.151215
(103,194)(10002,24197)(10000,60000)	NODE_1807_length_24228_cov_3.524680	35000	93	0.120873
(9,22)(14097,20442)(10000,60000)	NODE_1808_length_24225_cov_3.349540	35000	15	0.145134
(2,10)(14092,20488)(10000,60000)	NODE_1809_length_24210_cov_3.226909	35000	10	0.056230
(4,44)(12650,39154)(10000,60000)	NODE_180_length_42485_cov_3.251758	35000	42	0.302781
(31,82)(12332,12855)(10000,60000)	NODE_1810_length_24202_cov_4.004854	35000	53	0.137378
(10,17)(11706,20738)(10000,60000)	NODE_1811_length_24202_cov_3.404763	35000	9	0.055349
(91,102)(15332,23873)(10000,60000)	NODE_1812_length_24198_cov_3.530063	35000	13	0.042822
(21,47)(16814,23099)(10000,60000)	NODE_1813_length_24197_cov_4.019670	35000	28	0.330920
(32,270)(11098,23182)(10000,60000)	NODE_1814_length_24189_cov_3.354961	35000	240	0.063080
(70,106)(14366,14592)(10000,60000)	NODE_1815_length_24178_cov_3.783338	35000	38	0.068262
(11,25)(14612,22435)(10000,60000)	NODE_1816_length_24167_cov_3.798654	35000	16	0.371512
(15,25)(12798,23935)(10000,60000)	NODE_1817_length_24162_cov_3.357520	35000	12	0.100476
(10,47)(12821,23211)(10000,60000)	NODE_1818_length_24161_cov_3.234561	35000	39	0.148847
(1,36)(13160,18356)(10000,60000)	NODE_1819_length_24157_cov_3.659240	35000	37	0.056121
(19,34)(10133,38743)(10000,60000)	NODE_181_length_42477_cov_3.618977	35000	17	0.254759
(1,20)(11705,24138)(10000,60000)	NODE_1820_length_24152_cov_3.296803	35000	21	0.052645
(11,20)(14284,20434)(10000,60000)	NODE_1823_length_24145_cov_3.701988	35000	11	0.082984
(56,94)(21468,23040)(20000,70000)	NODE_1825_length_24144_cov_3.351923	45000	40	0.074393
(6,22)(11674,22446)(10000,60000)	NODE_1826_length_24139_cov_3.590141	35000	18	0.158373
(7,41)(19121,19210)(10000,60000)	NODE_1827_length_24137_cov_3.201473	35000	36	0.051296
(74,85)(11974,21931)(10000,60000)	NODE_1828_length_24123_cov_3.667125	35000	13	0.158905
(169,181)(11908,19971)(10000,60000)	NODE_1829_length_24120_cov_3.416802	35000	14	0.026363
(26,58)(12845,41962)(10000,60000)	NODE_182_length_42465_cov_3.622362	35000	34	0.151351
(19,29)(16400,23404)(10000,60000)	NODE_1830_length_24112_cov_3.846875	35000	12	0.067719
(6,69)(20509,22353)(20000,70000)	NODE_1831_length_24109_cov_3.330071	45000	65	0.090800
(6,70)(13622,23868)(10000,60000)	NODE_1832_length_24107_cov_3.186355	35000	66	0.088030
(6,11)(13088,22188)(10000,60000)	NODE_1834_length_24096_cov_3.791641	35000	7	0.133942
(2,6)(12581,14052)(10000,60000)	NODE_1835_length_24096_cov_3.445306	35000	6	0.317098
(17,42)(12078,22426)(10000,60000)	NODE_1836_length_24089_cov_3.559275	35000	27	0.161095
(5,23)(10953,22272)(10000,60000)	NODE_1837_length_24079_cov_3.128649	35000	20	0.096414
(19,30)(15248,19243)(10000,60000)	NODE_1838_length_24073_cov_3.516726	35000	13	0.310979
(3,90)(14434,39399)(10000,60000)	NODE_183_length_42389_cov_3.371128	35000	89	0.072397
(9,18)(12462,23287)(10000,60000)	NODE_1840_length_24068_cov_3.717260	35000	11	0.150137
(24,34)(10909,21522)(10000,60000)	NODE_1841_length_24058_cov_3.444384	35000	12	0.086128
(70,70)(10121,10121)(10000,60000)	NODE_1842_length_24057_cov_3.525962	35000	2	0.010258
(21,28)(13265,17761)(10000,60000)	NODE_1843_length_24057_cov_3.200017	35000	9	0.098070
(13,140)(14353,18063)(10000,60000)	NODE_1844_length_24055_cov_3.760728	35000	129	0.050130
(108,118)(14069,21066)(10000,60000)	NODE_1845_length_24054_cov_2.999332	35000	12	0.118008
(2,129)(21411,24043)(20000,70000)	NODE_1846_length_24047_cov_3.657633	45000	129	0.042074
(9,30)(11059,24033)(10000,60000)	NODE_1847_length_24045_cov_3.679821	35000	23	0.214566
(5,6)(17106,17123)(10000,60000)	NODE_1848_length_24038_cov_3.544091	35000	3	0.059603
(16,36)(11385,18499)(10000,60000)	NODE_1849_length_24038_cov_3.420987	35000	22	0.405717
(9,24)(20921,42150)(10000,60000)	NODE_184_length_42385_cov_3.498889	35000	17	0.167529
(47,84)(10022,21247)(10000,60000)	NODE_1850_length_24034_cov_3.733194	35000	39	0.081346
(7,19)(12419,23485)(10000,60000)	NODE_1851_length_24018_cov_3.448179	35000	14	0.092690
(49,49)(24015,24015)(20000,70000)	NODE_1852_length_24016_cov_3.897270	45000	2	0.009036
(3,137)(20193,22392)(20000,70000)	NODE_1853_length_24013_cov_3.721084	45000	136	0.048676
(5,16)(10158,23953)(10000,60000)	NODE_1854_length_24006_cov_3.492073	35000	13	0.116210
(1,10)(10455,23824)(10000,60000)	NODE_1855_length_24002_cov_3.532067	35000	11	0.368839
(5,14)(21281,21316)(10000,60000)	NODE_1856_length_23988_cov_3.840889	35000	11	0.069218
(2,11)(12540,21545)(10000,60000)	NODE_1857_length_23983_cov_3.928153	35000	11	0.205324
(208,372)(10092,20078)(10000,60000)	NODE_1858_length_23983_cov_3.179241	35000	166	0.090191
(8,10)(13510,14915)(10000,60000)	NODE_1859_length_23967_cov_3.526018	35000	4	0.180605
(5,39)(10709,42234)(10000,60000)	NODE_185_length_42382_cov_3.751248	35000	36	0.159117
(29,40)(17908,22722)(10000,60000)	NODE_1861_length_23965_cov_3.299087	35000	13	0.334417
(12,14)(10038,17889)(10000,60000)	NODE_1862_length_23963_cov_3.301877	35000	4	0.104672
(7,22)(12416,22860)(10000,60000)	NODE_1863_length_23961_cov_3.533275	35000	17	0.152829
(7,78)(10650,23914)(10000,60000)	NODE_1864_length_23961_cov_3.508759	35000	73	0.071406
(29,45)(13660,23856)(10000,60000)	NODE_1865_length_23952_cov_3.468704	35000	18	0.124462
(34,51)(17061,23946)(10000,60000)	NODE_1866_length_23948_cov_3.620529	35000	19	0.069201
(4,6)(15899,21770)(10000,60000)	NODE_1867_length_23946_cov_3.728855	35000	4	0.119605
(29,89)(10292,23158)(10000,60000)	NODE_1868_length_23944_cov_3.883414	35000	62	0.118322
(29,60)(11307,21955)(10000,60000)	NODE_1869_length_23943_cov_3.695479	35000	33	0.225200
(7,33)(10692,37631)(10000,60000)	NODE_186_length_42282_cov_3.590356	35000	28	0.058464
(14,25)(11521,17996)(10000,60000)	NODE_1870_length_23942_cov_3.614856	35000	13	0.123544
(20,27)(16723,21897)(10000,60000)	NODE_1872_length_23935_cov_3.320649	35000	9	0.101567
(6,84)(10135,21841)(10000,60000)	NODE_1873_length_23924_cov_3.902371	35000	80	0.051603
(2,9)(10868,14979)(10000,60000)	NODE_1874_length_23917_cov_3.707364	35000	9	0.091860
(49,468)(10308,20307)(10000,60000)	NODE_1875_length_23908_cov_3.929186	35000	421	0.064479
(2,30)(10139,11329)(10000,60000)	NODE_1876_length_23906_cov_3.731928	35000	30	0.112992
(14,14)(19238,19238)(10000,60000)	NODE_1877_length_23901_cov_3.679355	35000	2	0.180079
(91,96)(20880,21977)(10000,60000)	NODE_1878_length_23899_cov_3.453319	35000	7	0.100721
(8,51)(10181,27651)(10000,60000)	NODE_187_length_42265_cov_3.866907	35000	45	0.200054
(52,88)(11369,20581)(10000,60000)	NODE_1880_length_23875_cov_3.459749	35000	38	0.055796
(5,16)(18677,21776)(10000,60000)	NODE_1881_length_23866_cov_3.308495	35000	13	0.120623
(16,38)(11582,22120)(10000,60000)	NODE_1882_length_23864_cov_3.066358	35000	24	0.241305
(3,18)(12434,22806)(10000,60000)	NODE_1883_length_23862_cov_3.718933	35000	17	0.219383
(3,82)(14162,23284)(10000,60000)	NODE_1884_length_23855_cov_3.701970	35000	81	0.125823
(15,24)(13582,19618)(10000,60000)	NODE_1885_length_23853_cov_3.455250	35000	11	0.334958
(10,30)(10191,23123)(10000,60000)	NODE_1886_length_23840_cov_3.339918	35000	22	0.234944
(16,32)(11140,19371)(10000,60000)	NODE_1887_length_23837_cov_3.553627	35000	18	0.321318
(7,9)(20432,21327)(10000,60000)	NODE_1888_length_23836_cov_3.499221	35000	4	0.193486
(2,16)(10416,12482)(10000,60000)	NODE_1889_length_23831_cov_3.309456	35000	16	0.199733
(2,45)(11470,42191)(10000,60000)	NODE_188_length_42261_cov_3.394953	35000	45	0.110127
(32,170)(13385,23698)(10000,60000)	NODE_1891_length_23818_cov_3.615077	35000	140	0.103923
(6,31)(10735,12929)(10000,60000)	NODE_1892_length_23816_cov_3.164566	35000	27	0.346642
(49,76)(17942,20627)(10000,60000)	NODE_1893_length_23812_cov_3.274027	35000	29	0.061783
(34,45)(11577,11786)(10000,60000)	NODE_1894_length_23804_cov_3.600422	35000	13	0.151661
(58,67)(11734,22677)(10000,60000)	NODE_1895_length_23803_cov_3.578257	35000	11	0.144178
(8,12)(15911,20881)(10000,60000)	NODE_1896_length_23803_cov_3.574544	35000	6	0.520375
(18,75)(11537,19822)(10000,60000)	NODE_1897_length_23798_cov_6.283725	35000	59	0.113736
(21,209)(11907,21656)(10000,60000)	NODE_1898_length_23793_cov_3.415590	35000	190	0.058870
(6,8)(14246,22772)(10000,60000)	NODE_1899_length_23788_cov_3.473173	35000	4	0.215563
(16,45)(15637,41990)(10000,60000)	NODE_189_length_42224_cov_3.877056	35000	31	0.190674
(65,209)(10099,56805)(10000,60000)	NODE_18_length_63337_cov_3.725956	35000	146	0.065867
(12,12)(15032,15032)(10000,60000)	NODE_1900_length_23785_cov_3.601326	35000	2	0.632565
(48,55)(11095,23399)(10000,60000)	NODE_1901_length_23781_cov_3.366143	35000	9	0.401443
(278,288)(12088,23355)(10000,60000)	NODE_1902_length_23774_cov_3.562872	35000	12	0.303870
(5,15)(16359,20435)(10000,60000)	NODE_1903_length_23767_cov_3.324700	35000	12	0.351832
(399,399)(22396,22396)(10000,60000)	NODE_1904_length_23767_cov_2.833742	35000	2	0.029487
(9,19)(10759,19956)(10000,60000)	NODE_1906_length_23759_cov_3.709214	35000	12	0.423891
(48,78)(18297,22671)(10000,60000)	NODE_1907_length_23750_cov_3.165532	35000	32	0.054423
(4,19)(14690,23063)(10000,60000)	NODE_1908_length_23746_cov_3.334757	35000	17	0.207273
(21,24)(10557,23343)(10000,60000)	NODE_1909_length_23744_cov_3.356185	35000	5	0.382401
(50,67)(17164,42039)(10000,60000)	NODE_190_length_42200_cov_3.471984	35000	19	0.134174
(12,17)(12128,22985)(10000,60000)	NODE_1910_length_23739_cov_3.439298	35000	7	0.105669
(3,11)(13076,21827)(10000,60000)	NODE_1911_length_23738_cov_3.369686	35000	10	0.146147
(13,19)(11749,21860)(10000,60000)	NODE_1912_length_23737_cov_3.807302	35000	8	0.095439
(23,53)(11114,17259)(10000,60000)	NODE_1913_length_23729_cov_3.783157	35000	32	0.174553
(10,22)(15913,19697)(10000,60000)	NODE_1914_length_23724_cov_3.741164	35000	14	0.077396
(2,22)(11725,23184)(10000,60000)	NODE_1915_length_23720_cov_2.959951	35000	22	0.320817
(213,223)(10363,21643)(10000,60000)	NODE_1916_length_23719_cov_3.565495	35000	12	0.287901
(10,14)(12813,17987)(10000,60000)	NODE_1917_length_23718_cov_3.465981	35000	6	0.111870
(51,54)(15841,18226)(10000,60000)	NODE_1918_length_23717_cov_3.687653	35000	5	0.125141
(9,30)(12231,22355)(10000,60000)	NODE_1919_length_23717_cov_3.651749	35000	23	0.333389
(9,117)(10778,37054)(10000,60000)	NODE_191_length_42089_cov_3.205406	35000	110	0.157223
(13,43)(12662,22957)(10000,60000)	NODE_1920_length_23714_cov_3.597459	35000	32	0.473669
(12,25)(14357,22800)(10000,60000)	NODE_1921_length_23713_cov_3.555264	35000	15	0.131905
(6,207)(13067,23452)(10000,60000)	NODE_1922_length_23710_cov_3.707552	35000	203	0.058741
(8,36)(11339,17233)(10000,60000)	NODE_1923_length_23709_cov_3.724100	35000	30	0.057147
(9,12)(19341,22078)(10000,60000)	NODE_1924_length_23708_cov_3.208692	35000	5	0.031090
(10,73)(10901,23553)(10000,60000)	NODE_1925_length_23707_cov_3.891096	35000	65	0.075453
(1,9)(18598,18710)(10000,60000)	NODE_1926_length_23704_cov_3.935437	35000	10	0.072126
(7,17)(13403,23208)(10000,60000)	NODE_1927_length_23700_cov_3.592941	35000	12	0.123521
(3,4)(12475,22447)(10000,60000)	NODE_1928_length_23700_cov_3.483793	35000	3	0.024577
(35,43)(15200,20039)(10000,60000)	NODE_1929_length_23699_cov_3.638602	35000	10	0.416095
(55,71)(15532,37071)(10000,60000)	NODE_192_length_42042_cov_3.647998	35000	18	0.284921
(63,65)(10181,17393)(10000,60000)	NODE_1930_length_23698_cov_3.176024	35000	4	0.029322
(5,6)(21402,21422)(20000,70000)	NODE_1931_length_23695_cov_3.307425	45000	3	0.224067
(16,16)(20057,20057)(20000,70000)	NODE_1932_length_23690_cov_3.097622	45000	2	0.006100
(12,15)(10688,21069)(10000,60000)	NODE_1933_length_23689_cov_3.379907	35000	5	0.125541
(26,27)(14398,17121)(10000,60000)	NODE_1934_length_23687_cov_3.769162	35000	3	0.111361
(2,30)(10590,16597)(10000,60000)	NODE_1935_length_23687_cov_3.183186	35000	30	0.103006
(17,96)(11948,17085)(10000,60000)	NODE_1936_length_23677_cov_3.578336	35000	81	0.051757
(4,202)(10189,19055)(10000,60000)	NODE_1938_length_23659_cov_3.776952	35000	200	0.059110
(9,23)(14879,20605)(10000,60000)	NODE_1939_length_23659_cov_3.355136	35000	16	0.065946
(15,57)(11751,38499)(10000,60000)	NODE_193_length_41971_cov_3.628821	35000	44	0.434065
(22,80)(12562,23131)(10000,60000)	NODE_1941_length_23656_cov_3.796961	35000	60	0.078104
(114,409)(12564,23504)(10000,60000)	NODE_1942_length_23651_cov_3.065175	35000	297	0.059214
(5,12)(12800,21672)(10000,60000)	NODE_1943_length_23647_cov_3.691736	35000	9	0.131298
(12,31)(10247,22228)(10000,60000)	NODE_1944_length_23646_cov_3.491145	35000	21	0.474775
(11,18)(13496,20068)(10000,60000)	NODE_1945_length_23646_cov_3.478362	35000	9	0.028933
(25,30)(10726,19696)(10000,60000)	NODE_1946_length_23645_cov_3.859297	35000	7	0.070949
(10,45)(14121,23638)(10000,60000)	NODE_1947_length_23645_cov_3.407330	35000	37	0.020279
(5,12)(13058,21392)(10000,60000)	NODE_1948_length_23641_cov_3.859698	35000	9	0.066728
(69,70)(20685,20691)(10000,60000)	NODE_1949_length_23629_cov_3.309222	35000	3	0.399780
(1,59)(20954,33743)(20000,70000)	NODE_194_length_41962_cov_3.628741	45000	60	0.096144
(53,282)(10096,17617)(10000,60000)	NODE_1950_length_23628_cov_3.900761	35000	231	0.070606
(229,238)(10559,20776)(10000,60000)	NODE_1951_length_23627_cov_3.914272	35000	11	0.175041
(61,286)(10784,21881)(10000,60000)	NODE_1952_length_23626_cov_3.223615	35000	227	0.065207
(51,58)(14563,15191)(10000,60000)	NODE_1953_length_23625_cov_3.709683	35000	9	0.100634
